seder,masechta,perek_num,perek_id,eman_done,eman_date,yehuda_done,yehuda_date,eman_mishnayos,yehuda_mishnayos
Nezikin,Sanhedrin,5,Nezikin.Sanhedrin.5,TRUE,,FALSE,,,
Nezikin,Sanhedrin,6,Nezikin.Sanhedrin.6,TRUE,,FALSE,,,
Nezikin,Sanhedrin,7,Nezikin.Sanhedrin.7,TRUE,,FALSE,,,
Nezikin,Sanhedrin,8,Nezikin.Sanhedrin.8,TRUE,,FALSE,,,
Nezikin,Sanhedrin,9,Nezikin.Sanhedrin.9,TRUE,,FALSE,,,
Nezikin,Sanhedrin,10,Nezikin.Sanhedrin.10,TRUE,,FALSE,,,
Nezikin,Sanhedrin,11,Nezikin.Sanhedrin.11,TRUE,,FALSE,,,
Nezikin,Makkos,1,Nezikin.Makkos.1,TRUE,,FALSE,,,
Nezikin,Makkos,2,Nezikin.Makkos.2,TRUE,,FALSE,,,
Nezikin,Makkos,3,Nezikin.Makkos.3,TRUE,,FALSE,,,
Nezikin,Shevuos,1,Nezikin.Shevuos.1,FALSE,,FALSE,,,
Nezikin,Shevuos,2,Nezikin.Shevuos.2,FALSE,,FALSE,,,
Nezikin,Shevuos,3,Nezikin.Shevuos.3,FALSE,,FALSE,,,
Nezikin,Shevuos,4,Nezikin.Shevuos.4,FALSE,,FALSE,,,
Nezikin,Shevuos,5,Nezikin.Shevuos.5,FALSE,,FALSE,,,
Nezikin,Shevuos,6,Nezikin.Shevuos.6,FALSE,,FALSE,,,
Nezikin,Shevuos,7,Nezikin.Shevuos.7,FALSE,,FALSE,,,
Nezikin,Shevuos,8,Nezikin.Shevuos.8,FALSE,,FALSE,,,
Nezikin,Eduyos,1,Nezikin.Eduyos.1,FALSE,,FALSE,,,
Nezikin,Eduyos,2,Nezikin.Eduyos.2,FALSE,,FALSE,,,
Nezikin,Eduyos,3,Nezikin.Eduyos.3,FALSE,,FALSE,,,
Nezikin,Eduyos,4,Nezikin.Eduyos.4,FALSE,,FALSE,,,
Nezikin,Eduyos,5,Nezikin.Eduyos.5,FALSE,,FALSE,,,
Nezikin,Eduyos,6,Nezikin.Eduyos.6,FALSE,,FALSE,,,
Nezikin,Eduyos,7,Nezikin.Eduyos.7,FALSE,,FALSE,,,
Nezikin,Eduyos,8,Nezikin.Eduyos.8,FALSE,,FALSE,,,
Nezikin,Avodah Zarah,1,Nezikin.Avodah Zarah.1,FALSE,,FALSE,,,
Nezikin,Avodah Zarah,2,Nezikin.Avodah Zarah.2,FALSE,,FALSE,,,
Nezikin,Avodah Zarah,3,Nezikin.Avodah Zarah.3,FALSE,,FALSE,,,
Nezikin,Avodah Zarah,4,Nezikin.Avodah Zarah.4,FALSE,,FALSE,,,
Nezikin,Avodah Zarah,5,Nezikin.Avodah Zarah.5,FALSE,,FALSE,,,
Nezikin,Avos,1,Nezikin.Avos.1,TRUE,,FALSE,,,
Nezikin,Avos,2,Nezikin.Avos.2,TRUE,,FALSE,,,
Nezikin,Avos,3,Nezikin.Avos.3,TRUE,,FALSE,,,
Nezikin,Avos,4,Nezikin.Avos.4,TRUE,,FALSE,,,
Nezikin,Avos,5,Nezikin.Avos.5,TRUE,,FALSE,,,
Nezikin,Avos,6,Nezikin.Avos.6,TRUE,,FALSE,,,
Nezikin,Horayos,1,Nezikin.Horayos.1,FALSE,,FALSE,,,
Nezikin,Horayos,2,Nezikin.Horayos.2,FALSE,,FALSE,,,
Nezikin,Horayos,3,Nezikin.Horayos.3,FALSE,,FALSE,,,
Kodashim,Zevachim,1,Kodashim.Zevachim.1,FALSE,,FALSE,,,
Kodashim,Zevachim,2,Kodashim.Zevachim.2,FALSE,,FALSE,,,
Kodashim,Zevachim,3,Kodashim.Zevachim.3,FALSE,,FALSE,,,
Kodashim,Zevachim,4,Kodashim.Zevachim.4,FALSE,,FALSE,,,
Kodashim,Zevachim,5,Kodashim.Zevachim.5,FALSE,,FALSE,,,
Kodashim,Zevachim,6,Kodashim.Zevachim.6,FALSE,,FALSE,,,
Kodashim,Zevachim,7,Kodashim.Zevachim.7,FALSE,,FALSE,,,
Kodashim,Zevachim,8,Kodashim.Zevachim.8,FALSE,,FALSE,,,
Kodashim,Zevachim,9,Kodashim.Zevachim.9,FALSE,,FALSE,,,
Kodashim,Zevachim,10,Kodashim.Zevachim.10,FALSE,,FALSE,,,
Kodashim,Zevachim,11,Kodashim.Zevachim.11,FALSE,,FALSE,,,
Kodashim,Zevachim,12,Kodashim.Zevachim.12,FALSE,,FALSE,,,
Kodashim,Zevachim,13,Kodashim.Zevachim.13,FALSE,,FALSE,,,
Kodashim,Zevachim,14,Kodashim.Zevachim.14,FALSE,,FALSE,,,
Kodashim,Menachos,1,Kodashim.Menachos.1,FALSE,,FALSE,,,
Kodashim,Menachos,2,Kodashim.Menachos.2,FALSE,,FALSE,,,
Kodashim,Menachos,3,Kodashim.Menachos.3,FALSE,,FALSE,,,
Kodashim,Menachos,4,Kodashim.Menachos.4,FALSE,,FALSE,,,
Kodashim,Menachos,5,Kodashim.Menachos.5,FALSE,,FALSE,,,
Kodashim,Menachos,6,Kodashim.Menachos.6,FALSE,,FALSE,,,
Kodashim,Menachos,7,Kodashim.Menachos.7,FALSE,,FALSE,,,
Kodashim,Menachos,8,Kodashim.Menachos.8,FALSE,,FALSE,,,
Kodashim,Menachos,9,Kodashim.Menachos.9,FALSE,,FALSE,,,
Kodashim,Menachos,10,Kodashim.Menachos.10,FALSE,,FALSE,,,
Kodashim,Menachos,11,Kodashim.Menachos.11,FALSE,,FALSE,,,
Kodashim,Menachos,12,Kodashim.Menachos.12,FALSE,,FALSE,,,
Kodashim,Menachos,13,Kodashim.Menachos.13,FALSE,,FALSE,,,
Kodashim,Chullin,1,Kodashim.Chullin.1,FALSE,,FALSE,,,
Kodashim,Chullin,2,Kodashim.Chullin.2,FALSE,,FALSE,,,
Kodashim,Chullin,3,Kodashim.Chullin.3,FALSE,,FALSE,,,
Kodashim,Chullin,4,Kodashim.Chullin.4,FALSE,,FALSE,,,
Kodashim,Chullin,5,Kodashim.Chullin.5,FALSE,,FALSE,,,
Kodashim,Chullin,6,Kodashim.Chullin.6,FALSE,,FALSE,,,
Kodashim,Chullin,7,Kodashim.Chullin.7,FALSE,,FALSE,,,
Kodashim,Chullin,8,Kodashim.Chullin.8,FALSE,,FALSE,,,
Kodashim,Chullin,9,Kodashim.Chullin.9,FALSE,,FALSE,,,
Kodashim,Chullin,10,Kodashim.Chullin.10,FALSE,,FALSE,,,
Kodashim,Chullin,11,Kodashim.Chullin.11,FALSE,,FALSE,,,
Kodashim,Chullin,12,Kodashim.Chullin.12,FALSE,,FALSE,,,
Kodashim,Bechoros,1,Kodashim.Bechoros.1,FALSE,,FALSE,,,
Kodashim,Bechoros,2,Kodashim.Bechoros.2,FALSE,,FALSE,,,
Kodashim,Bechoros,3,Kodashim.Bechoros.3,FALSE,,FALSE,,,
Kodashim,Bechoros,4,Kodashim.Bechoros.4,FALSE,,FALSE,,,
Kodashim,Bechoros,5,Kodashim.Bechoros.5,FALSE,,FALSE,,,
Kodashim,Bechoros,6,Kodashim.Bechoros.6,FALSE,,FALSE,,,
Kodashim,Bechoros,7,Kodashim.Bechoros.7,FALSE,,FALSE,,,
Kodashim,Bechoros,8,Kodashim.Bechoros.8,FALSE,,FALSE,,,
Kodashim,Bechoros,9,Kodashim.Bechoros.9,FALSE,,FALSE,,,
Kodashim,Arachin,1,Kodashim.Arachin.1,FALSE,,FALSE,,,
Kodashim,Arachin,2,Kodashim.Arachin.2,FALSE,,FALSE,,,
Kodashim,Arachin,3,Kodashim.Arachin.3,FALSE,,FALSE,,,
Kodashim,Arachin,4,Kodashim.Arachin.4,FALSE,,FALSE,,,
Kodashim,Arachin,5,Kodashim.Arachin.5,FALSE,,FALSE,,,
Kodashim,Arachin,6,Kodashim.Arachin.6,FALSE,,FALSE,,,
Kodashim,Arachin,7,Kodashim.Arachin.7,FALSE,,FALSE,,,
Kodashim,Arachin,8,Kodashim.Arachin.8,FALSE,,FALSE,,,
Kodashim,Arachin,9,Kodashim.Arachin.9,FALSE,,FALSE,,,
Kodashim,Temurah,1,Kodashim.Temurah.1,FALSE,,FALSE,,,
Kodashim,Temurah,2,Kodashim.Temurah.2,FALSE,,FALSE,,,
Kodashim,Temurah,3,Kodashim.Temurah.3,FALSE,,FALSE,,,
Kodashim,Temurah,4,Kodashim.Temurah.4,FALSE,,FALSE,,,
Kodashim,Temurah,5,Kodashim.Temurah.5,FALSE,,FALSE,,,
Kodashim,Temurah,6,Kodashim.Temurah.6,FALSE,,FALSE,,,
Kodashim,Temurah,7,Kodashim.Temurah.7,FALSE,,FALSE,,,
Kodashim,Kerisos,1,Kodashim.Kerisos.1,FALSE,,FALSE,,,
Kodashim,Kerisos,2,Kodashim.Kerisos.2,FALSE,,FALSE,,,
Kodashim,Kerisos,3,Kodashim.Kerisos.3,FALSE,,FALSE,,,
Kodashim,Kerisos,4,Kodashim.Kerisos.4,FALSE,,FALSE,,,
Kodashim,Kerisos,5,Kodashim.Kerisos.5,FALSE,,FALSE,,,
Kodashim,Kerisos,6,Kodashim.Kerisos.6,FALSE,,FALSE,,,
Kodashim,Meilah,1,Kodashim.Meilah.1,FALSE,,FALSE,,,
Kodashim,Meilah,2,Kodashim.Meilah.2,FALSE,,FALSE,,,
Kodashim,Meilah,3,Kodashim.Meilah.3,FALSE,,FALSE,,,
Kodashim,Meilah,4,Kodashim.Meilah.4,FALSE,,FALSE,,,
Kodashim,Meilah,5,Kodashim.Meilah.5,FALSE,,FALSE,,,
Kodashim,Meilah,6,Kodashim.Meilah.6,FALSE,,FALSE,,,
Kodashim,Tamid,1,Kodashim.Tamid.1,FALSE,,FALSE,,,
Kodashim,Tamid,2,Kodashim.Tamid.2,FALSE,,FALSE,,,
Kodashim,Tamid,3,Kodashim.Tamid.3,FALSE,,FALSE,,,
Kodashim,Tamid,4,Kodashim.Tamid.4,FALSE,,FALSE,,,
Kodashim,Tamid,5,Kodashim.Tamid.5,FALSE,,FALSE,,,
Kodashim,Tamid,6,Kodashim.Tamid.6,FALSE,,FALSE,,,
Kodashim,Tamid,7,Kodashim.Tamid.7,FALSE,,FALSE,,,
Kodashim,Middos,1,Kodashim.Middos.1,FALSE,,FALSE,,,
Kodashim,Middos,2,Kodashim.Middos.2,FALSE,,FALSE,,,
Kodashim,Middos,3,Kodashim.Middos.3,FALSE,,FALSE,,,
Kodashim,Middos,4,Kodashim.Middos.4,FALSE,,FALSE,,,
Kodashim,Middos,5,Kodashim.Middos.5,FALSE,,FALSE,,,
Kodashim,Kinnim,1,Kodashim.Kinnim.1,FALSE,,FALSE,,,
Kodashim,Kinnim,2,Kodashim.Kinnim.2,FALSE,,FALSE,,,
Kodashim,Kinnim,3,Kodashim.Kinnim.3,FALSE,,FALSE,,,
Taharos,Keilim,1,Taharos.Keilim.1,FALSE,,FALSE,,,
Taharos,Keilim,2,Taharos.Keilim.2,FALSE,,FALSE,,,
Taharos,Keilim,3,Taharos.Keilim.3,FALSE,,FALSE,,,
Taharos,Keilim,4,Taharos.Keilim.4,FALSE,,FALSE,,,
Taharos,Keilim,5,Taharos.Keilim.5,FALSE,,FALSE,,,
Taharos,Keilim,6,Taharos.Keilim.6,FALSE,,FALSE,,,
Taharos,Keilim,7,Taharos.Keilim.7,FALSE,,FALSE,,,
Taharos,Keilim,8,Taharos.Keilim.8,FALSE,,FALSE,,,
Taharos,Keilim,9,Taharos.Keilim.9,FALSE,,FALSE,,,
Taharos,Keilim,10,Taharos.Keilim.10,FALSE,,FALSE,,,
Taharos,Keilim,11,Taharos.Keilim.11,FALSE,,FALSE,,,
Taharos,Keilim,12,Taharos.Keilim.12,FALSE,,FALSE,,,
Taharos,Keilim,13,Taharos.Keilim.13,FALSE,,FALSE,,,
Taharos,Keilim,14,Taharos.Keilim.14,FALSE,,FALSE,,,
Taharos,Keilim,15,Taharos.Keilim.15,FALSE,,FALSE,,,
Taharos,Keilim,16,Taharos.Keilim.16,FALSE,,FALSE,,,
Taharos,Keilim,17,Taharos.Keilim.17,FALSE,,FALSE,,,
Taharos,Keilim,18,Taharos.Keilim.18,FALSE,,FALSE,,,
Taharos,Keilim,19,Taharos.Keilim.19,FALSE,,FALSE,,,
Taharos,Keilim,20,Taharos.Keilim.20,FALSE,,FALSE,,,
Taharos,Keilim,21,Taharos.Keilim.21,FALSE,,FALSE,,,
Taharos,Keilim,22,Taharos.Keilim.22,FALSE,,FALSE,,,
Taharos,Keilim,23,Taharos.Keilim.23,FALSE,,FALSE,,,
Taharos,Keilim,24,Taharos.Keilim.24,FALSE,,FALSE,,,
Taharos,Keilim,25,Taharos.Keilim.25,FALSE,,FALSE,,,
Taharos,Keilim,26,Taharos.Keilim.26,FALSE,,FALSE,,,
Taharos,Keilim,27,Taharos.Keilim.27,FALSE,,FALSE,,,
Taharos,Keilim,28,Taharos.Keilim.28,FALSE,,FALSE,,,
Taharos,Keilim,29,Taharos.Keilim.29,FALSE,,FALSE,,,
Taharos,Keilim,30,Taharos.Keilim.30,FALSE,,FALSE,,,
Taharos,Ohalos,1,Taharos.Ohalos.1,FALSE,,FALSE,,,
Taharos,Ohalos,2,Taharos.Ohalos.2,FALSE,,FALSE,,,
Taharos,Ohalos,3,Taharos.Ohalos.3,FALSE,,FALSE,,,
Taharos,Ohalos,4,Taharos.Ohalos.4,FALSE,,FALSE,,,
Taharos,Ohalos,5,Taharos.Ohalos.5,FALSE,,FALSE,,,
Taharos,Ohalos,6,Taharos.Ohalos.6,FALSE,,FALSE,,,
Taharos,Ohalos,7,Taharos.Ohalos.7,FALSE,,FALSE,,,
Taharos,Ohalos,8,Taharos.Ohalos.8,FALSE,,FALSE,,,
Taharos,Ohalos,9,Taharos.Ohalos.9,FALSE,,FALSE,,,
Taharos,Ohalos,10,Taharos.Ohalos.10,FALSE,,FALSE,,,
Taharos,Ohalos,11,Taharos.Ohalos.11,FALSE,,FALSE,,,
Taharos,Ohalos,12,Taharos.Ohalos.12,FALSE,,FALSE,,,
Taharos,Ohalos,13,Taharos.Ohalos.13,FALSE,,FALSE,,,
Taharos,Ohalos,14,Taharos.Ohalos.14,FALSE,,FALSE,,,
Taharos,Ohalos,15,Taharos.Ohalos.15,FALSE,,FALSE,,,
Taharos,Ohalos,16,Taharos.Ohalos.16,FALSE,,FALSE,,,
Taharos,Ohalos,17,Taharos.Ohalos.17,FALSE,,FALSE,,,
Taharos,Ohalos,18,Taharos.Ohalos.18,FALSE,,FALSE,,,
Taharos,Negaim,1,Taharos.Negaim.1,FALSE,,FALSE,,,
Taharos,Negaim,2,Taharos.Negaim.2,FALSE,,FALSE,,,
Taharos,Negaim,3,Taharos.Negaim.3,FALSE,,FALSE,,,
Taharos,Negaim,4,Taharos.Negaim.4,FALSE,,FALSE,,,
Taharos,Negaim,5,Taharos.Negaim.5,FALSE,,FALSE,,,
Taharos,Negaim,6,Taharos.Negaim.6,FALSE,,FALSE,,,
Taharos,Negaim,7,Taharos.Negaim.7,FALSE,,FALSE,,,
Taharos,Negaim,8,Taharos.Negaim.8,FALSE,,FALSE,,,
Taharos,Negaim,9,Taharos.Negaim.9,FALSE,,FALSE,,,
Taharos,Negaim,10,Taharos.Negaim.10,FALSE,,FALSE,,,
Taharos,Negaim,11,Taharos.Negaim.11,FALSE,,FALSE,,,
Taharos,Negaim,12,Taharos.Negaim.12,FALSE,,FALSE,,,
Taharos,Negaim,13,Taharos.Negaim.13,FALSE,,FALSE,,,
Taharos,Negaim,14,Taharos.Negaim.14,FALSE,,FALSE,,,
Taharos,Parah,1,Taharos.Parah.1,FALSE,,FALSE,,,
Taharos,Parah,2,Taharos.Parah.2,FALSE,,FALSE,,,
Taharos,Parah,3,Taharos.Parah.3,FALSE,,FALSE,,,
Taharos,Parah,4,Taharos.Parah.4,FALSE,,FALSE,,,
Taharos,Parah,5,Taharos.Parah.5,FALSE,,FALSE,,,
Taharos,Parah,6,Taharos.Parah.6,FALSE,,FALSE,,,
Taharos,Parah,7,Taharos.Parah.7,FALSE,,FALSE,,,
Taharos,Parah,8,Taharos.Parah.8,FALSE,,FALSE,,,
Taharos,Parah,9,Taharos.Parah.9,FALSE,,FALSE,,,
Taharos,Parah,10,Taharos.Parah.10,FALSE,,FALSE,,,
Taharos,Parah,11,Taharos.Parah.11,FALSE,,FALSE,,,
Taharos,Parah,12,Taharos.Parah.12,FALSE,,FALSE,,,
Taharos,Taharos,1,Taharos.Taharos.1,FALSE,,FALSE,,,
Taharos,Taharos,2,Taharos.Taharos.2,FALSE,,FALSE,,,
Taharos,Taharos,3,Taharos.Taharos.3,FALSE,,FALSE,,,
Taharos,Taharos,4,Taharos.Taharos.4,FALSE,,FALSE,,,
Taharos,Taharos,5,Taharos.Taharos.5,FALSE,,FALSE,,,
Taharos,Taharos,6,Taharos.Taharos.6,FALSE,,FALSE,,,
Taharos,Taharos,7,Taharos.Taharos.7,FALSE,,FALSE,,,
Taharos,Taharos,8,Taharos.Taharos.8,FALSE,,FALSE,,,
Taharos,Taharos,9,Taharos.Taharos.9,FALSE,,FALSE,,,
Taharos,Taharos,10,Taharos.Taharos.10,FALSE,,FALSE,,,
Taharos,Mikvaos,1,Taharos.Mikvaos.1,FALSE,,FALSE,,,
Taharos,Mikvaos,2,Taharos.Mikvaos.2,FALSE,,FALSE,,,
Taharos,Mikvaos,3,Taharos.Mikvaos.3,FALSE,,FALSE,,,
Taharos,Mikvaos,4,Taharos.Mikvaos.4,FALSE,,FALSE,,,
Taharos,Mikvaos,5,Taharos.Mikvaos.5,FALSE,,FALSE,,,
Taharos,Mikvaos,6,Taharos.Mikvaos.6,FALSE,,FALSE,,,
Taharos,Mikvaos,7,Taharos.Mikvaos.7,FALSE,,FALSE,,,
Taharos,Mikvaos,8,Taharos.Mikvaos.8,FALSE,,FALSE,,,
Taharos,Mikvaos,9,Taharos.Mikvaos.9,FALSE,,FALSE,,,
Taharos,Mikvaos,10,Taharos.Mikvaos.10,FALSE,,FALSE,,,
Taharos,Niddah,1,Taharos.Niddah.1,FALSE,,FALSE,,,
Taharos,Niddah,2,Taharos.Niddah.2,FALSE,,FALSE,,,
Taharos,Niddah,3,Taharos.Niddah.3,FALSE,,FALSE,,,
Taharos,Niddah,4,Taharos.Niddah.4,FALSE,,FALSE,,,
Taharos,Niddah,5,Taharos.Niddah.5,FALSE,,FALSE,,,
Taharos,Niddah,6,Taharos.Niddah.6,FALSE,,FALSE,,,
Taharos,Niddah,7,Taharos.Niddah.7,FALSE,,FALSE,,,
Taharos,Niddah,8,Taharos.Niddah.8,FALSE,,FALSE,,,
Taharos,Niddah,9,Taharos.Niddah.9,FALSE,,FALSE,,,
Taharos,Niddah,10,Taharos.Niddah.10,FALSE,,FALSE,,,
Taharos,Machshirin,1,Taharos.Machshirin.1,FALSE,,FALSE,,,
Taharos,Machshirin,2,Taharos.Machshirin.2,FALSE,,FALSE,,,
Taharos,Machshirin,3,Taharos.Machshirin.3,FALSE,,FALSE,,,
Taharos,Machshirin,4,Taharos.Machshirin.4,FALSE,,FALSE,,,
Taharos,Machshirin,5,Taharos.Machshirin.5,FALSE,,FALSE,,,
Taharos,Machshirin,6,Taharos.Machshirin.6,FALSE,,FALSE,,,
Taharos,Zavim,1,Taharos.Zavim.1,FALSE,,FALSE,,,
Taharos,Zavim,2,Taharos.Zavim.2,FALSE,,FALSE,,,
Taharos,Zavim,3,Taharos.Zavim.3,FALSE,,FALSE,,,
Taharos,Zavim,4,Taharos.Zavim.4,FALSE,,FALSE,,,
Taharos,Zavim,5,Taharos.Zavim.5,FALSE,,FALSE,,,
Taharos,Tevul Yom,1,Taharos.Tevul Yom.1,FALSE,,FALSE,,,
Taharos,Tevul Yom,2,Taharos.Tevul Yom.2,FALSE,,FALSE,,,
Taharos,Tevul Yom,3,Taharos.Tevul Yom.3,FALSE,,FALSE,,,
Taharos,Tevul Yom,4,Taharos.Tevul Yom.4,FALSE,,FALSE,,,
Taharos,Yadayim,1,Taharos.Yadayim.1,FALSE,,FALSE,,,
Taharos,Yadayim,2,Taharos.Yadayim.2,FALSE,,FALSE,,,
Taharos,Yadayim,3,Taharos.Yadayim.3,FALSE,,FALSE,,,
Taharos,Yadayim,4,Taharos.Yadayim.4,FALSE,,FALSE,,,
Taharos,Uktzin,1,Taharos.Uktzin.1,FALSE,,FALSE,,,
Taharos,Uktzin,2,Taharos.Uktzin.2,FALSE,,FALSE,,,
Taharos,Uktzin,3,Taharos.Uktzin.3,FALSE,,FALSE,,,
